IDT_AC;REF_CTR_INN;NUM_FOL_XTR;DAT_CRE_MVT_CPB;NUM_ORD_MVT_CPB;COD_LNG_RIU;LIB_OPE_INL_1;LIB_OPE_INL_2;LIB_OPE_INL_3;LIB_OPE_INL_4
65500195682;"0029512039913";"05012";2025-12-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY ONHODD/D";"TEST ACHATS/TEST AANKOOP 0001047578";""
65500195682;"0029512039913";"05012";2025-12-09;"00001";"FR";"Clôture vers 375045829145";"";"";""
65500203211;"0029962093341";"08004";2026-04-27;"00001";"FR";"Virement de";"LINO QOEGUL";"OV-00021414-02551";""
65500203211;"0029962093341";"08004";2026-04-27;"00002";"FR";"Virement de";"LINO QOEGUL";"OV-00021414-02889";""
65500203211;"0029962093341";"08004";2026-04-27;"00003";"FR";"Virement de";"AA GADAOTID";"1122";""
65500203211;"0029962093341";"08004";2026-04-27;"00004";"FR";"Virement de";"AA GADAOTID";"1121";""
65500203211;"0029962093341";"08004";2026-04-27;"00005";"FR";"Virement de";"AA GADAOTID";"1119";""
65500203211;"0029962093341";"08004";2026-04-27;"00006";"FR";"Virement de";"AA GADAOTID";"1120";""
65500203211;"0029962093341";"08004";2026-04-27;"00007";"FR";"Virement de";"AA GADAOTID";"1118";""
65500203211;"0029962093341";"08004";2026-04-27;"00008";"FR";"Virement de";"AA GADAOTID";"1117";""
65500203211;"0029962093341";"08005";2026-05-08;"00001";"FR";"Virement de";"LINO QOEGUL";"OV-00021467-01052";""
65500203211;"0029962093341";"08005";2026-05-08;"00002";"FR";"Virement de";"LINO QOEGUL";"OV-00021467-01186";""
65500208532;"0029442277148";"03005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA NATIONALE TIDUFI";"FACTUUR/FACTURE 02-MAY-2026 -CLIENT";""
65500208532;"0029442277148";"03005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA ALEX 5F";"VOORSCHOT/AVANCE/SOLDE/SALDI";""
65500208532;"0029442277148";"03005";2026-05-08;"00003";"FR";"Virement de";"ZIGZAG";"260507/06641307143/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00004";"FR";"Virement de";"ZIGZAG";"260507/06641035806/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00005";"FR";"Virement de";"ZIGZAG";"260507/06640750195/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00006";"FR";"Virement de";"ZIGZAG";"260507/06640470999/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00007";"FR";"Virement de";"ZIGZAG";"260507/06640337546/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00008";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000212";""
65500208532;"0029442277148";"03005";2026-05-08;"00009";"FR";"Virement de";"ZIGZAG";"02911-25-26128312000922";""
65500208532;"0029442277148";"03005";2026-05-08;"00010";"FR";"Virement de";"ZIGZAG";"260507/06642049126/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00011";"FR";"Virement de";"ZIGZAG";"260507/06641781622/01781852       /";""
65500208532;"0029442277148";"03005";2026-05-08;"00012";"FR";"Virement de";"ZIGZAG";"260507/06641519397/01781852       /";""
65500214844;"0029412121726";"04004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E252513";""
65500214964;"0029492173160";"05005";2026-04-27;"00001";"NL";"Overschrijving van";"AA C.-HTOOLSUFU";"1093";""
65500216671;"0029442097343";"07005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA THAIS";"BBA";""
65500216671;"0029442097343";"07005";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"ZIEKENFONDSBIJDRAGEN 0810137685704";""
65500216671;"0029442097343";"07005";2026-05-08;"00003";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"DENTALIA 0810137685704";""
65500216671;"0029442097343";"07005";2026-05-08;"00004";"NL";"Overschrijving van";"J.Q.S.";"64070841955 05/2026 00000512382738";""
65500217209;"0029482008436";"07005";2026-05-08;"00001";"FR";"Virement de";"CHARLIE BONNIE";"02911-25-26128412017774";""
65500218333;"0029382234734";"01004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117212014768";""
65500218333;"0029382234734";"01004";2026-04-27;"00002";"FR";"Virement de";"IZIWORK";"02911-25-26117212014769";""
65500221842;"0029482104951";"05005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"VOTRE MENSUALITE ALPHA CREDIT118099";""
65500226203;"0090087786292";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA TCFM S";"LUMINUS ACOMPTE 5674423313";""
65500226319;"0090087778534";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500233613;"0090087600304";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"HOSPITALISATIEVERZEKERING 081001241";""
65500233613;"0090087600304";"11005";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"UW VERZEKERINGEN BIJ HELAN ZIEKENFO";""
65500233613;"0090087600304";"11005";2026-05-08;"00003";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"ZIEKENFONDSBIJDRAGEN 0810012411921";""
65500234190;"0090087754533";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"CAISSE DE";"VIS202502-20260504172502";""
65500234218;"0090087755156";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000002050605";""
65500234218;"0090087755156";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500236625;"0029352294833";"02005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA KOTIIDU KUTVIA";"POL.1B93069 VERV.01/05/26 9870";""
65500238073;"0029312207900";"02005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"ZIEKENFONDSBIJDRAGEN 0810210806223";""
65500238073;"0029312207900";"02005";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"DENTALIA 0810210806223";""
65500239470;"0029322364838";"01004";2026-04-27;"00001";"FR";"Virement de";"I.L.U.";"889";""
65500240256;"0090087837104";"11004";2026-04-27;"00001";"FR";"Virement de";"MARLEY KUT";"54116/14";""
65500240256;"0090087837104";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA PARENT ILDAFOLN";"IDENTIFIANT: +++300/1047/21811+++ D";""
65500242051;"0029402202694";"02004";2026-04-27;"00001";"FR";"Virement de";"MARLEY LOUI";"02911-25-26117422007470";""
65500242051;"0029402202694";"02004";2026-04-27;"00002";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370688472";""
65500242051;"0029402202694";"02004";2026-04-27;"00003";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 370602272";""
65500242051;"0029402202694";"02005";2026-05-08;"00001";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 373232082";""
65500242057;"0029372117599";"04004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500243218;"0029322103135";"05005";2026-05-08;"00001";"FR";"Virement de";"ELIE SWANN";"226290 205 20260507-194729";""
65500243754;"0029382098393";"07005";2026-05-08;"00001";"FR";"Remboursement impayé 02/2026";"950092103653 AMO";"";""
65500243921;"0029382268919";"03005";2026-05-08;"00001";"FR";"Virement de";"UN SAC";"000000028420260505152903";""
65500246865;"0029312257721";"03004";2026-04-27;"00001";"FR";"Virement de";"NATIONALE TIDUFI";"02911-25-26117422003476";""
65500246865;"0029312257721";"03005";2026-05-08;"00001";"FR";"Virement de";"ARCOFA N";"106966193090";""
65500246865;"0029312257721";"03005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA NATIONALE TIDUFI";"FACTUUR/FACTURE 02-MAY-2026 -CLIENT";""
65500251267;"0029342156119";"06005";2026-05-08;"00001";"FR";"Remboursement impayé 04/2026";"950080693625 AMO";"";""
65500251457;"0029312138825";"04005";2026-05-08;"00001";"NL";"Overschrijving van";"CAISSE DE";"VIS202506-20260504172502";""
65500251536;"0029322015617";"07004";2026-04-27;"00001";"FR";"Virement de";"M. LOAN";"02911-25-26117612013754";""
65500256723;"0029332367812";"01005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0108173811541042026-05-082026050000";""
65500258565;"0029372242527";"03005";2026-05-08;"00001";"FR";"Virement de";"CROTEAU KU";"2026126227842501X000000000000001";""
65500258775;"0029332168755";"05005";2026-05-08;"00001";"NL";"Overschrijving van";"ELIE MILLA";"20260320000537-0392";""
65500259585;"0090087945169";"11004";2026-04-27;"00001";"FR";"Virement de";"CROTEAU KU";"2026113202736311X000000000000001";""
65500259589;"0090087945330";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY ILOJHOLRUTI";"DENTALIA 0812609316533";""
65500259589;"0090087945330";"11005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA MARLEY ILOJHOLRUTI";"COTISATIONS MUTUALISTES 08126093165";""
65500259599;"0090087945901";"11004";2026-04-27;"00001";"FR";"Virement de";"WILLIAM D";"A607183707-001718";""
65500259641;"0090087957481";"11005";2026-05-08;"00001";"FR";"Virement de";"QQFI QOEGUL";"7I43I16";""
65500260013;"0029352242510";"03005";2026-05-08;"00001";"FR";"Virement de";"LOAN AMINAT";"02911-25-26128412016789";""
65500261018;"0029302101536";"04002";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500265854;"0029692091915";"07005";2026-05-08;"00001";"NL";"Overschrijving van";"IZIWORK";"02911-25-26128222012572";""
65500266156;"0029972270974";"03005";2026-05-08;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090507M025";""
65500273305;"0029712020480";"06004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500273305;"0029712020480";"06005";2026-05-08;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26128222010619";""
65500273305;"0029712020480";"06005";2026-05-08;"00002";"FR";"Virement de";"IZIWORK";"02911-25-26128222010620";""
65500273305;"0029712020480";"06005";2026-05-08;"00003";"FR";"Virement de";"IZIWORK";"02911-25-26128222010621";""
65500273305;"0029712020480";"06005";2026-05-08;"00004";"FR";"Virement de";"IZIWORK";"02911-25-26128222010622";""
65500273773;"0029682164256";"05005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2208671043/ 709934969575/ 63192";""
65500273773;"0029682164256";"05005";2026-05-08;"00002";"FR";"Virement de";"MME ALANA";"02911-25-26128412027154";""
65500280282;"0029642034067";"06005";2026-05-08;"00001";"FR";"Virement de";"MUTUALITE NHFUDIULL";"88602440";""
65500282541;"0029672296057";"02005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA TOURAINE S";"ALIM.CASH TOURNAI JUSQ.A 05/26";""
65500282985;"0029732144955";"06005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500283670;"0029692184474";"05004";2026-04-27;"00001";"FR";"Virement de";"ARCOFA N";"106904759946";""
65500283670;"0029692184474";"05004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000608357";""
65500283746;"0029702366109";"01001";2026-05-08;"00001";"FR";"2026 taxe compte titres";"950 4545988 18";"";""
65500288730;"0029632265774";"03005";2026-05-08;"00001";"FR";"Virement de";"KYLE ULUFVI";"FAC. 2026/620/FAC. 2026/648/FAC. 20";""
65500292156;"0090087980305";"11004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA VENCOREX KUTVIA";"27-04-2026 / 24-05-2026";""
65500294082;"0029662134649";"04004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ILDUFGUSIOLNU";"BBA";""
65500295128;"0029982180871";"05004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000006793556";""
65500295920;"0029992090907";"07004";2026-05-08;"00001";"FR";"Virement de";"FOURNIER NILL";"OV-00021467-00685";""
65500296447;"0090087915115";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000005361082";""
65500296562;"0029962226346";"02004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA SACHA";"F 260418821 C 260418821";""
65500296562;"0029962226346";"02004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA JOSEPH KADILUD";"BE261700913286";""
65500298641;"0029982108334";"05004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117922019498";""
65500300949;"0090087929092";"11003";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000005768843";""
65500300949;"0090087929092";"11003";2026-04-27;"00002";"FR";"BEOBANK BELGIUM";"";"";""
65500301594;"0090087767644";"11004";2026-04-27;"00001";"FR";"Virement de";"N.H.A D";"ZHUL00040374892026";""
65500302238;"0029702200183";"02004";2026-04-27;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"301";""
65500302238;"0029702200183";"02005";2026-05-08;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"24569";""
65500302238;"0029702200183";"02005";2026-05-08;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"24567";""
65500302238;"0029702200183";"02005";2026-05-08;"00003";"FR";"Virement de";"MUTUALITE DITISOFI";"24568";""
65500312690;"0090096450778";"11009";2026-05-08;"00001";"FR";"Virement de";"SAUFILNR-HOLD";"02911-25-26128412006109";""
65500312690;"0090096450778";"11009";2026-05-08;"00002";"FR";"Virement émis du 080526";"00002554";"";""
65500312690;"0090096450778";"11009";2026-05-08;"00003";"FR";"Virement émis du 080526";"00002555";"";""
65500312690;"0090096450778";"11009";2026-05-08;"00004";"FR";"Virement émis du 080526";"00002557";"";""
65500312690;"0090096450778";"11009";2026-05-08;"00005";"FR";"Virement émis du 080526";"00002559";"";""
65500312690;"0090096450778";"11009";2026-05-08;"00006";"FR";"Virement émis du 080526";"00002560";"";""
65500312690;"0090096450778";"11009";2026-05-08;"00007";"FR";"Virement émis du 080526";"00002561";"";""
65500316689;"0090096459348";"11004";2026-04-27;"00001";"FR";"Virement de";"ALIX BRUNET";"02911-25-26117422007532";""
65500316689;"0090096459348";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000001448201";""
65500316689;"0090096459348";"11005";2026-05-08;"00001";"FR";"Ech prêt 22508 950061808937";"22508 950061808937 AMO";"";""
65500343245;"0090095343271";"11004";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY KUT";"ONGEVALLEN PRIVELEVEN PM20002074";""
65500343245;"0090095343271";"11004";2026-05-08;"00002";"NL";"Overschrijving van";"QTAIGHUUHOLSUT HOUFILN";"202605070951146597ISABEL";""
65500343438;"0090095345206";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ALIX NILDAGU";"SCF 412420774";""
65500343438;"0090095345206";"11005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA CHARLOTTE CRE";"";""
65500343438;"0090095345206";"11005";2026-05-08;"00003";"FR";"Virement de";"NOAH LAROUCH";"00238926-20260508-09H32-B231-00789";""
65500343504;"0090095348471";"11005";2026-05-08;"00001";"FR";"Virement de";"LODIILOOT DELSINOO";"SEPA 2026 05 07 13 09 10 0458";""
65500343504;"0090095348471";"11005";2026-05-08;"00002";"FR";"Virement de";"CHARLIE CAMILL";"174818944";""
65500343748;"0090095359209";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA CHARLOTTE CRE";"";""
65500343748;"0090095359209";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500343773;"0090095356327";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"ASSURANCE HABITATION BEOBANK JG8607";""
65500343773;"0090095356327";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"ASSURANCE FAMILIALE BEOBANK JG86070";""
65500343829;"0090095358374";"11004";2026-05-08;"00001";"FR";"Virement de";"DUDI-NI SR";"1BT1096-01-0000007-2612610143589338";""
65500380049;"0029052245520";"04005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA KOTIIDU KUTVIA";"POL.1A62700 VERV.01/05/26 9870";""
65500380049;"0029052245520";"04005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA KOTIIDU KUTVIA";"POL.1A62701 VERV.01/05/26 9870";""
65500380895;"0090095220395";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS KUTVIA";"COMPTE DE CONTRAT 000004884446";""
65500380903;"0090095220806";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500381092;"0090095227649";"11004";2026-05-08;"00001";"FR";"Virement de";"ANDREA GODUFIOA";"202605070939504566ISABEL";""
65500381118;"0090095226040";"11004";2026-05-08;"00001";"FR";"Virement de";"HUFHIUFKUSFIBJ L.GOU";"02911-25-26128412005837";""
65500381130;"0090095226369";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000596768";""
65500381252;"0090095231290";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ALIX (SODI";"CARDOEN SERVICE+ 646676";""
65500381510;"0090095237718";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"VOTRE MENSUALITE118163805358";""
65500381528;"0090095238154";"11004";2026-05-08;"00001";"FR";"Virement de";"THAIS DINA";"02911-25-26128412010295";""
65500381528;"0090095238154";"11004";2026-05-08;"00002";"FR";"Virement de";"MC THAIS";"B0D18E6D9EBC4AA6B90669462DA56001";""
65500398827;"0029032117864";"04004";2026-04-27;"00001";"FR";"Virement de";"MILHAN NOA";"02911-25-26117422006810";""
65500400279;"0029052277388";"03004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"DOMICILIATION DE RATTRAPAGE11817618";""
65500400279;"0029052277388";"03004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"VOTRE MENSUALITE118176187208";""
65500400279;"0029052277388";"03005";2026-05-08;"00001";"FR";"Virement de";"ARTHUS SASHA";"1LP0471-10-0011701-2612810053256629";""
65500402310;"0029022357028";"01005";2026-05-08;"00001";"NL";"Overschrijving van";"SERVICE CORMI";"100100213710225702000993844";""
65500402385;"0029002162703";"05004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA JOSEPH KADILUD";"BE261700926501";""
65500405204;"0029042160706";"05005";2026-05-08;"00001";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 373119812";""
65500405204;"0029042160706";"05005";2026-05-08;"00002";"FR";"Virement de";"5F";"LOYALACQ2.PAYMENT 373296892";""
65500407079;"0029062247637";"04005";2026-05-08;"00001";"FR";"Virement de";"TETREAULT KYLE";"02911-25-26128412013463";""
65500407219;"0029072094380";"07005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA ALIX NILDAGU";"SCF 402367583";""
65500407219;"0029072094380";"07005";2026-05-08;"00002";"NL";"Overschrijving van";"TOURAINE N";"69210 13602 2026/04-1 1 3";""
65500410377;"0029072001109";"07005";2026-05-08;"00001";"FR";"Virement de";"FBM NILDDFAN";"566A28E3B96243FE9DADE330CDE858D8";""
65500414491;"0029022107621";"05004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2211132556/ 707532721409/ 53189";""
65500414547;"0029012158387";"06005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA SUSHI L";"BBA";""
65500424421;"0090093942209";"11017";2026-04-27;"00001";"FR";"Virement de";"ZIGZAG";"260424/06618778507/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00002";"FR";"Virement de";"ZIGZAG";"2601071";""
65500424421;"0090093942209";"11017";2026-04-27;"00003";"FR";"Virement de";"ZIGZAG";"260424/06618778505/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00004";"FR";"Virement de";"ZIGZAG";"2610364";""
65500424421;"0090093942209";"11017";2026-04-27;"00005";"FR";"Virement de";"ZIGZAG";"2610339.P";""
65500424421;"0090093942209";"11017";2026-04-27;"00006";"FR";"Virement de";"ZIGZAG";"260424/06618177139/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00007";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000530";""
65500424421;"0090093942209";"11017";2026-04-27;"00008";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000698";""
65500424421;"0090093942209";"11017";2026-04-27;"00009";"FR";"Virement de";"ZIGZAG";"2610373";""
65500424421;"0090093942209";"11017";2026-04-27;"00010";"FR";"Virement de";"ZIGZAG";"2610341";""
65500424421;"0090093942209";"11017";2026-04-27;"00011";"FR";"Virement de";"ZIGZAG";"260425/06620139383/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00012";"FR";"Virement de";"ZIGZAG";"260425/06620090123/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00013";"FR";"Virement de";"ZIGZAG";"260425/06620068011/01339151       /";""
65500424421;"0090093942209";"11017";2026-04-27;"00014";"FR";"Virement de";"ZIGZAG";"2610327";""
65500424421;"0090093942209";"11017";2026-04-27;"00015";"FR";"Domiciliation pour";"SEPA TCFM S";"LUMINUS ACOMPTE 3154411797";""
65500424421;"0090093942209";"11017";2026-04-27;"00016";"FR";"Virement de";"DARI";"02911-25-26117612012428";""
65500424421;"0090093942209";"11017";2026-04-27;"00017";"FR";"Virement de";"LATULD-JFOLDUL";"02911-25-26117612014919";""
65500424421;"0090093942209";"11017";2026-04-27;"00018";"FR";"Virement de";"PAOLA";"260423KREDBEBB0064200001000754";""
65500424421;"0090093942209";"11019";2026-05-08;"00001";"FR";"Virement de";"ZIGZAG";"2610412";""
65500424421;"0090093942209";"11019";2026-05-08;"00002";"FR";"Virement de";"ZIGZAG";"2610333";""
65500424421;"0090093942209";"11019";2026-05-08;"00003";"FR";"Virement de";"ZIGZAG";"2610381";""
65500424421;"0090093942209";"11019";2026-05-08;"00004";"FR";"Virement de";"ZIGZAG";"2610403";""
65500424421;"0090093942209";"11019";2026-05-08;"00005";"FR";"Virement de";"ZIGZAG";"2610399";""
65500424421;"0090093942209";"11019";2026-05-08;"00006";"FR";"Virement de";"ZIGZAG";"2610332";""
65500424421;"0090093942209";"11019";2026-05-08;"00007";"FR";"Virement de";"ZIGZAG";"260507/06641690747/01339151       /";""
65500424421;"0090093942209";"11019";2026-05-08;"00008";"FR";"Virement de";"ZIGZAG";"260507/06641637684/01339151       /";""
65500424421;"0090093942209";"11019";2026-05-08;"00009";"FR";"Virement de";"ZIGZAG";"260507/06641539665/01339151       /";""
65500424421;"0090093942209";"11019";2026-05-08;"00010";"FR";"Virement de";"NOA INA";"02911-25-26128412019812";""
65500424421;"0090093942209";"11019";2026-05-08;"00011";"FR";"Virement de";"AUGUSTE IVAN";"02911-25-26128912008858";""
65500424653;"0090093945104";"11005";2026-05-08;"00001";"FR";"Virement de";"PASQUALE NATIO";"5000507B465";""
65500425550;"0090093944954";"11004";2026-04-27;"00001";"FR";"Virement de";"ZIGZAG";"260424/06618881062/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00002";"FR";"Virement de";"ZIGZAG";"260424/06618871315/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00003";"FR";"Virement de";"ZIGZAG";"260424/06618852799/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00004";"FR";"Virement de";"ZIGZAG";"260424/06618559017/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00005";"FR";"Virement de";"ZIGZAG";"260424/06618284387/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00006";"FR";"Virement de";"ZIGZAG";"260424/06618271881/01894809       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00007";"FR";"Virement de";"ZIGZAG";"260424/06618106918/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00008";"FR";"Virement de";"ZIGZAG";"260424/06617796460/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00009";"FR";"Virement de";"ZIGZAG";"260424/06617795008/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00010";"FR";"Virement de";"ZIGZAG";"260424/06617691785/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00011";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000132";""
65500425550;"0090093944954";"11004";2026-04-27;"00012";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000378";""
65500425550;"0090093944954";"11004";2026-04-27;"00013";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000568";""
65500425550;"0090093944954";"11004";2026-04-27;"00014";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000828";""
65500425550;"0090093944954";"11004";2026-04-27;"00015";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000830";""
65500425550;"0090093944954";"11004";2026-04-27;"00016";"FR";"Virement de";"ZIGZAG";"02911-25-26117312000998";""
65500425550;"0090093944954";"11004";2026-04-27;"00017";"FR";"Virement de";"ZIGZAG";"260424/06619681687/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00018";"FR";"Virement de";"ZIGZAG";"260424/06619677922/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00019";"FR";"Virement de";"ZIGZAG";"260424/06619648866/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00020";"FR";"Virement de";"ZIGZAG";"260424/06619633563/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00021";"FR";"Virement de";"ZIGZAG";"260424/06619575961/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00022";"FR";"Virement de";"ZIGZAG";"260424/06619514360/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00023";"FR";"Virement de";"ZIGZAG";"260424/06619475861/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00024";"FR";"Virement de";"ZIGZAG";"260424/06619424982/01319987       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00025";"FR";"Virement de";"ZIGZAG";"260424/06619343173/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00026";"FR";"Virement de";"ZIGZAG";"260424/06619026080/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00027";"FR";"Virement de";"ZIGZAG";"260425/06621503759/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00028";"FR";"Virement de";"ZIGZAG";"260425/06621629598/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00029";"FR";"Virement de";"ZIGZAG";"260425/06621627236/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00030";"FR";"Virement de";"ZIGZAG";"260425/06621549512/01894807       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00031";"FR";"Virement de";"ZIGZAG";"260425/06621515392/01894808       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00032";"FR";"Virement de";"ZIGZAG";"260425/06621443753/01894806       /";""
65500425550;"0090093944954";"11004";2026-04-27;"00033";"FR";"Virement de";"ZIGZAG";"260425/06621375982/01319987       /";""
